id,mitigated,mitigated_by,tags,request_response,accepted_risks,push_to_jira,found_by,age,sla_days_remaining,finding_meta,related_fields,jira_creation,jira_change,display_status,finding_groups,vulnerability_ids,reporter,endpoints,created,updated,title,date,sla_start_date,sla_expiration_date,cwe,epss_score,epss_percentile,known_exploited,ransomware_used,kev_date,cvssv3,cvssv3_score,cvssv4,cvssv4_score,url,severity,description,mitigation,fix_available,fix_version,impact,steps_to_reproduce,severity_justification,references,active,verified,false_p,duplicate,out_of_scope,risk_accepted,under_review,last_status_update,under_defect_review,is_mitigated,thread_id,numerical_severity,last_reviewed,param,payload,hash_code,line,file_path,component_name,component_version,static_finding,dynamic_finding,scanner_confidence,unique_id_from_tool,vuln_id_from_tool,sast_source_object,sast_sink_object,sast_source_line,sast_source_file_path,nb_occurences,publish_date,service,planned_remediation_date,planned_remediation_version,effort_for_fixing,test,duplicate_finding,review_requested_by,defect_review_requested_by,last_reviewed_by,sonarqube_issue,reviewers,notes,files,product_id,engagement_id,product_name
143,,,"['target_file:package-lock.json', 'upgrade_to:moment@2.29.4']",{'req_resp': []},[],False,[84],5,25.0,[],,,,Active,[],[{'vulnerability_id': 'CVE-2022-24785'}],1,[],2026-02-16T12:43:14.132111Z,2026-02-16T12:43:14.132127Z,webpack@1.0.0: Directory Traversal,2026-02-16,,2026-03-18,22,0.01673,0.81802,False,False,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,7.5,,,,High,"## Component Details
 - **Vulnerable Package**: moment
- **Current Version**: 2.29.1
- **Vulnerable Version(s)**: <2.29.2
- **Vulnerable Path**: webpack@1.0.0 > moment@2.29.1
## Overview
[moment](https://www.npmjs.com/package/moment) is a lightweight JavaScript date library for parsing, validating, manipulating, and formatting dates.

Affected versions of this package are vulnerable to Directory Traversal when a user provides a locale string which is directly used to switch moment locale.

## Details

A Directory Traversal attack (also known as path traversal) aims to access files and directories that are stored outside the intended folder. By manipulating files with ""dot-dot-slash (../)"" sequences and its variations, or by using absolute file paths, it may be possible to access arbitrary files and directories stored on file system, including application source code, configuration, and other critical system files.

Directory Traversal vulnerabilities can be generally divided into two types:

- **Information Disclosure**: Allows the attacker to gain information about the folder structure or read the contents of sensitive files on the system.

`st` is a module for serving static files on web pages, and contains a [vulnerability of this type](https://snyk.io/vuln/npm:st:20140206). In our example, we will serve files from the `public` route.

If an attacker requests the following URL from our server, it will in turn leak the sensitive private key of the root user.

```
curl http://localhost:8080/public/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/root/.ssh/id_rsa
```
**Note** `%2e` is the URL encoded version of `.` (dot).

- **Writing arbitrary files**: Allows the attacker to create or replace existing files. This type of vulnerability is also known as `Zip-Slip`. 

One way to achieve this is by using a malicious `zip` archive that holds path traversal filenames. When each filename in the zip archive gets concatenated to the target extraction folder, without validation, the final path ends up outside of the target folder. If an executable or a configuration file is overwritten with a file containing malicious code, the problem can turn into an arbitrary code execution issue quite easily.

The following is an example of a `zip` archive with one benign file and one malicious file. Extracting the malicious file will result in traversing out of the target folder, ending up in `/root/.ssh/` overwriting the `authorized_keys` file:

```
2018-04-15 22:04:29 .....           19           19  good.txt
2018-04-15 22:04:42 .....           20           20  ../../../../../../root/.ssh/authorized_keys
```

## Remediation
Upgrade `moment` to version 2.29.2 or higher.
## References
- [GitHub Commit](https://github.com/moment/moment/commit/4211bfc8f15746be4019bba557e29a7ba83d54c5)","## Remediation
Upgrade `moment` to version 2.29.2 or higher.

Upgrade Location: package-lock.json
Upgrade from moment@2.29.1 to moment@2.29.4 to fix this issue, as well as updating the following:
 - moment@2.29.1
 - moment@2.29.1",,,High,,Issue severity of: **High** from a base CVSS score of: **7.5**,"**SNYK ID**: https://app.snyk.io/vuln/SNYK-JS-MOMENT-2440688

**GitHub Commit**: https://github.com/moment/moment/commit/4211bfc8f15746be4019bba557e29a7ba83d54c5
",True,False,False,False,False,False,False,2026-02-16T12:43:14.132209Z,False,False,0,S1,2026-02-16T12:43:13.985403Z,,,2d0a1cb6dcf090b86ba0faf1c5ea7b5bccf06bb8d9093f8803ac7c91e9c5eba4,,webpack > moment,moment,2.29.1,True,False,,,SNYK-JS-MOMENT-2440688,,,,,,,,,,,7,,,,1,,[],[],[],4,2,Invisi
144,,,"['target_file:package-lock.json', 'upgrade_to:moment@2.29.4']",{'req_resp': []},[],False,[84],5,25.0,[],,,,Active,[],[{'vulnerability_id': 'CVE-2022-31129'}],1,[],2026-02-16T12:43:14.154489Z,2026-02-16T12:43:14.154516Z,webpack@1.0.0: Regular Expression Denial of Service (ReDoS),2026-02-16,,2026-03-18,1333,0.03435,0.87178,False,False,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:P,7.1,,,,High,"## Component Details
 - **Vulnerable Package**: moment
- **Current Version**: 2.29.1
- **Vulnerable Version(s)**: >=2.18.0 <2.29.4
- **Vulnerable Path**: webpack@1.0.0 > moment@2.29.1
## Overview
[moment](https://www.npmjs.com/package/moment) is a lightweight JavaScript date library for parsing, validating, manipulating, and formatting dates.

Affected versions of this package are vulnerable to Regular Expression Denial of Service (ReDoS) via the `preprocessRFC2822()` function in `from-string.js`, when processing a very long crafted string (over 10k characters).



## PoC:
```js
moment(""("".repeat(500000))
```

## Details

Denial of Service (DoS) describes a family of attacks, all aimed at making a system inaccessible to its original and legitimate users. There are many types of DoS attacks, ranging from trying to clog the network pipes to the system by generating a large volume of traffic from many machines (a Distributed Denial of Service - DDoS - attack) to sending crafted requests that cause a system to crash or take a disproportional amount of time to process.

The Regular expression Denial of Service (ReDoS) is a type of Denial of Service attack. Regular expressions are incredibly powerful, but they aren't very intuitive and can ultimately end up making it easy for attackers to take your site down.

Let’s take the following regular expression as an example:
```js
regex = /A(B|C+)+D/
```

This regular expression accomplishes the following:
- `A` The string must start with the letter 'A'
- `(B|C+)+` The string must then follow the letter A with either the letter 'B' or some number of occurrences of the letter 'C' (the `+` matches one or more times). The `+` at the end of this section states that we can look for one or more matches of this section.
- `D` Finally, we ensure this section of the string ends with a 'D'

The expression would match inputs such as `ABBD`, `ABCCCCD`, `ABCBCCCD` and `ACCCCCD`

It most cases, it doesn't take very long for a regex engine to find a match:

```bash
$ time node -e '/A(B|C+)+D/.test(""ACCCCCCCCCCCCCCCCCCCCCCCCCCCCD"")'
0.04s user 0.01s system 95% cpu 0.052 total

$ time node -e '/A(B|C+)+D/.test(""ACCCCCCCCCCCCCCCCCCCCCCCCCCCCX"")'
1.79s user 0.02s system 99% cpu 1.812 total
```

The entire process of testing it against a 30 characters long string takes around ~52ms. But when given an invalid string, it takes nearly two seconds to complete the test, over ten times as long as it took to test a valid string. The dramatic difference is due to the way regular expressions get evaluated.

Most Regex engines will work very similarly (with minor differences). The engine will match the first possible way to accept the current character and proceed to the next one. If it then fails to match the next one, it will backtrack and see if there was another way to digest the previous character. If it goes too far down the rabbit hole only to find out the string doesn’t match in the end, and if many characters have multiple valid regex paths, the number of backtracking steps can become very large, resulting in what is known as _catastrophic backtracking_.

Let's look at how our expression runs into this problem, using a shorter string: ""ACCCX"". While it seems fairly straightforward, there are still four different ways that the engine could match those three C's:
1. CCC
2. CC+C
3. C+CC
4. C+C+C.

The engine has to try each of those combinations to see if any of them potentially match against the expression. When you combine that with the other steps the engine must take, we can use [RegEx 101 debugger](https://regex101.com/debugger) to see the engine has to take a total of 38 steps before it can determine the string doesn't match.

From there, the number of steps the engine must use to validate a string just continues to grow.

| String | Number of C's | Number of steps |
| -------|-------------:| -----:|
| ACCCX | 3 | 38
| ACCCCX | 4 | 71
| ACCCCCX | 5 | 136
| ACCCCCCCCCCCCCCX | 14 | 65,553


By the time the string includes 14 C's, the engine has to take over 65,000 steps just to see if the string is valid. These extreme situations can cause them to work very slowly (exponentially related to input size, as shown above), allowing an attacker to exploit this and can cause the service to excessively consume CPU, resulting in a Denial of Service.

## Remediation
Upgrade `moment` to version 2.29.4 or higher.
## References
- [GitHub Commit](https://github.com/moment/moment/commit/9a3b5894f3d5d602948ac8a02e4ee528a49ca3a3)
- [GitHub Issue](https://github.com/moment/moment/issues/6012)
- [GitHub PR](https://github.com/moment/moment/pull/6015)","## Remediation
Upgrade `moment` to version 2.29.4 or higher.

Upgrade Location: package-lock.json
Upgrade from moment@2.29.1 to moment@2.29.4 to fix this issue, as well as updating the following:
 - moment@2.29.1
 - moment@2.29.1",,,High,,Issue severity of: **High** from a base CVSS score of: **7.5**,"**SNYK ID**: https://app.snyk.io/vuln/SNYK-JS-MOMENT-2944238

**GitHub Commit**: https://github.com/moment/moment/commit/9a3b5894f3d5d602948ac8a02e4ee528a49ca3a3
**GitHub Issue**: https://github.com/moment/moment/issues/6012
**GitHub PR**: https://github.com/moment/moment/pull/6015
",True,False,False,False,False,False,False,2026-02-16T12:43:14.154648Z,False,False,0,S1,2026-02-16T12:43:13.985403Z,,,1d41ad330c6189b19c8857e600d2fc59e7f672331f6f493e752c1216c029dd35,,webpack > moment,moment,2.29.1,True,False,,,SNYK-JS-MOMENT-2944238,,,,,,,,,,,7,,,,1,,[],[],[],4,2,Invisi
145,,,['target_file:package-lock.json'],{'req_resp': []},[],False,[84],5,85.0,[],,,,Active,[],[{'vulnerability_id': 'CVE-2026-2391'}],1,[],2026-02-16T12:43:14.197426Z,2026-02-16T12:43:14.197442Z,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,2026-02-16,,2026-05-17,770,,,False,False,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L/E:P,3.5,,,,Medium,"## Component Details
 - **Vulnerable Package**: qs
- **Current Version**: 6.14.1
- **Vulnerable Version(s)**: <6.14.2
- **Vulnerable Path**: webpack@1.0.0 > express@4.22.1 > qs@6.14.1
## Overview
[qs](https://www.npmjs.com/package/qs) is a querystring parser that supports nesting and arrays, with a depth limit.

Affected versions of this package are vulnerable to Allocation of Resources Without Limits or Throttling via the `parseArrayValue` function when the `comma` option is in use. An attacker can exhaust system memory by submitting a parameter containing a large number of comma-separated values, resulting in the allocation of excessively large arrays.

**Note:**
This is only exploitable if the `comma` option is explicitly set to true. `arrayLimit` is properly enforced for index and bracket notation.
## PoC
```js
const qs = require('qs');

const payload = 'a=' + ','.repeat(25);  // 26 elements after split (bypasses arrayLimit: 5)
const options = { comma: true, arrayLimit: 5, throwOnLimitExceeded: true };

try {
  const result = qs.parse(payload, options);
  console.log(result.a.length);  // Outputs: 26 (bypass successful)
} catch (e) {
  console.log('Limit enforced:', e.message);  // Not thrown
}
```
## Remediation
Upgrade `qs` to version 6.14.2 or higher.
## References
- [GitHub Commit](https://github.com/ljharb/qs/commit/f6a7abff1f13d644db9b05fe4f2c98ada6bf8482)","## Remediation
Upgrade `qs` to version 6.14.2 or higher.

Upgrade Location: package-lock.json",,,Medium,,Issue severity of: **Medium** from a base CVSS score of: **6.3**,"**SNYK ID**: https://app.snyk.io/vuln/SNYK-JS-QS-15268416

**GitHub Commit**: https://github.com/ljharb/qs/commit/f6a7abff1f13d644db9b05fe4f2c98ada6bf8482
",True,False,False,False,False,False,False,2026-02-16T12:43:14.197528Z,False,False,0,S2,2026-02-16T12:43:13.985403Z,,,3995fe5656ea6a5b1f11e9d53805f2e70ca8dc776590794002eee6261ab7bf40,,webpack > express > qs,qs,6.14.1,True,False,,,SNYK-JS-QS-15268416,,,,,,,,,,,7,,,,1,,[],[],[],4,2,Invisi
146,,,['target_file:package-lock.json'],{'req_resp': []},[],False,[84],5,85.0,[],,,,Active,[],[{'vulnerability_id': 'CVE-2026-2391'}],1,[],2026-02-16T12:43:14.213505Z,2026-02-16T12:43:14.213522Z,webpack@1.0.0: Allocation of Resources Without Limits or Throttling,2026-02-16,,2026-05-17,770,,,False,False,,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L/E:P,3.5,,,,Medium,"## Component Details
 - **Vulnerable Package**: qs
- **Current Version**: 6.14.1
- **Vulnerable Version(s)**: <6.14.2
- **Vulnerable Path**: webpack@1.0.0 > express@4.22.1 > body-parser@1.20.4 > qs@6.14.1
## Overview
[qs](https://www.npmjs.com/package/qs) is a querystring parser that supports nesting and arrays, with a depth limit.

Affected versions of this package are vulnerable to Allocation of Resources Without Limits or Throttling via the `parseArrayValue` function when the `comma` option is in use. An attacker can exhaust system memory by submitting a parameter containing a large number of comma-separated values, resulting in the allocation of excessively large arrays.

**Note:**
This is only exploitable if the `comma` option is explicitly set to true. `arrayLimit` is properly enforced for index and bracket notation.
## PoC
```js
const qs = require('qs');

const payload = 'a=' + ','.repeat(25);  // 26 elements after split (bypasses arrayLimit: 5)
const options = { comma: true, arrayLimit: 5, throwOnLimitExceeded: true };

try {
  const result = qs.parse(payload, options);
  console.log(result.a.length);  // Outputs: 26 (bypass successful)
} catch (e) {
  console.log('Limit enforced:', e.message);  // Not thrown
}
```
## Remediation
Upgrade `qs` to version 6.14.2 or higher.
## References
- [GitHub Commit](https://github.com/ljharb/qs/commit/f6a7abff1f13d644db9b05fe4f2c98ada6bf8482)","## Remediation
Upgrade `qs` to version 6.14.2 or higher.

Upgrade Location: package-lock.json",,,Medium,,Issue severity of: **Medium** from a base CVSS score of: **6.3**,"**SNYK ID**: https://app.snyk.io/vuln/SNYK-JS-QS-15268416

**GitHub Commit**: https://github.com/ljharb/qs/commit/f6a7abff1f13d644db9b05fe4f2c98ada6bf8482
",True,False,False,False,False,False,False,2026-02-16T12:43:14.213609Z,False,False,0,S2,2026-02-16T12:43:13.985403Z,,,6f722a3a1a8f936391381a2ddff62ed09efa083a20d65876b3306171e06f9af5,,webpack > express > body-parser > qs,qs,6.14.1,True,False,,,SNYK-JS-QS-15268416,,,,,,,,,,,7,,,,1,,[],[],[],4,2,Invisi
147,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:17.984147Z,2026-02-21T16:03:49.326320Z,No-Console-Log,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** Evitez console.log en production. Utilisez logger.info()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.326244Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,d7a72a14fb41615e8fb9bda6110c264b2fd52ac9b54b639eadeb004677cb0621,8.0,server.js,,,True,False,,,no-console-log,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 92, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.315802Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.315823Z'}]",[],4,2,Invisi
148,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.048401Z,2026-02-21T16:03:49.338697Z,No-Console-Log,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** Evitez console.log en production. Utilisez logger.info()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.338629Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,152225601dd55454112b8d8c07be7c41b8ce89e7ccd28e778836f9a10c92e95b,20.0,server.js,,,True,False,,,no-console-log,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 93, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.330099Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.330119Z'}]",[],4,2,Invisi
149,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.059327Z,2026-02-21T16:03:49.351122Z,No-Console-Log,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** Evitez console.log en production. Utilisez logger.info()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.351034Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,c9234e7388692eddf85ad16d04760418a4e2bd2bb8bde701351402bf803b4f0d,22.0,server.js,,,True,False,,,no-console-log,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 94, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.341827Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.341845Z'}]",[],4,2,Invisi
150,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.066694Z,2026-02-21T16:03:49.365169Z,No-Console-Log,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** Evitez console.log en production. Utilisez logger.info()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.365096Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,790c22f1bb497910c6884920ffefb57d0c48ef92ce00180fedf8417f770bb268,15.0,src/app.js,,,True,False,,,no-console-log,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 95, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.355254Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.355276Z'}]",[],4,2,Invisi
151,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.071231Z,2026-02-21T16:03:49.377318Z,SQL-Injection-Template,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** SQL INJECTION - Utilisez des parametres ? au lieu de ${...}
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.377243Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,906e446bf52068c81cb3bd73711dadb731e0be44f03c3ee073876ee2001579b5,15.0,src/app.js,,,True,False,,,sql-injection-template,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 96, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.368746Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.368767Z'}]",[],4,2,Invisi
152,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.076906Z,2026-02-21T16:03:49.387649Z,Path-Traversal,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** PATH TRAVERSAL - Utilisez path.basename()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.387579Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,b677c9e8488a2e9936d65a7f681c38d8ac3d6f8a23d516d48f8ba50037c2e821,4.0,src/database/db.js,,,True,False,,,path-traversal,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 97, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.380561Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.380580Z'}]",[],4,2,Invisi
153,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,85.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.085284Z,2026-02-21T16:03:49.399409Z,No-Console-Log,2026-02-16,,2026-05-17,0,,,False,False,,,,,,,Medium,"**Result message:** Evitez console.log en production. Utilisez logger.info()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.399140Z,False,True,0,S2,2026-02-16T21:03:17.864846Z,,,b5e4cbc870375a2123b19977741d35d5aa6bd35923d32651b16acab105078224,47.0,src/database/db.js,,,True,False,,,no-console-log,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 98, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.391413Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.391433Z'}]",[],4,2,Invisi
154,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.099655Z,2026-02-21T16:03:49.411554Z,XSS-Reflected-Basic,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** XSS REFLECHI - Echappez les variables avec escapeHtml()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.411467Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,ebf8936e09b3a7bab90ca0c2e29232fd1bffe5c11a2c8a309eb7d34d3bf4fab4,14.0,src/routes/comments.js,,,True,False,,,xss-reflected-basic,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 99, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.402972Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.402992Z'}]",[],4,2,Invisi
155,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.113232Z,2026-02-21T16:03:49.422774Z,SQL-Injection-Template,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** SQL INJECTION - Utilisez des parametres ? au lieu de ${...}
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.422679Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,3925002192fd4aed1f36a1d0df4e2294bc380ccf6b27fe56eae0e4b84aa9c0a1,14.0,src/routes/comments.js,,,True,False,,,sql-injection-template,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 100, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.414888Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.414907Z'}]",[],4,2,Invisi
156,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.122257Z,2026-02-21T16:03:49.436055Z,SQL-Injection-Template,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** SQL INJECTION - Utilisez des parametres ? au lieu de ${...}
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.435918Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,384bd08ddff77ef569fd5e2352dfaea7702a90c01756ef64cfd1e3ee804fdecc,57.0,src/routes/comments.js,,,True,False,,,sql-injection-template,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 101, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.427057Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.427078Z'}]",[],4,2,Invisi
157,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.132255Z,2026-02-21T16:03:49.447548Z,SQL-Injection-Template,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** SQL INJECTION - Utilisez des parametres ? au lieu de ${...}
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.447467Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,cc12775a677084fac6bea9d6417fcf4d6a91d603951eab4f01c4d679dd0ace81,60.0,src/routes/comments.js,,,True,False,,,sql-injection-template,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 102, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.439275Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.439293Z'}]",[],4,2,Invisi
158,2026-02-21T16:03:47.547256Z,1.0,[],{'req_resp': []},[],False,[29],5,25.0,[],,,,"Inactive, Mitigated",[],[],1,[],2026-02-16T21:03:18.139848Z,2026-02-21T16:03:49.460419Z,XSS-Reflected-Basic,2026-02-16,,2026-03-18,0,,,False,False,,,,,,,High,"**Result message:** XSS REFLECHI - Echappez les variables avec escapeHtml()
",,,,,,,,False,False,False,False,False,False,False,2026-02-21T16:03:49.460328Z,False,True,0,S1,2026-02-16T21:03:17.864846Z,,,bec29382d3e4bec4796293be8ec783e0dc7ffbc320de3973e10af510081d3886,82.0,src/routes/comments.js,,,True,False,,,xss-reflected-basic,,,,,1.0,,,,,,8,,,,1,,[],"[{'id': 103, 'author': {'id': 1, 'username': 'admin', 'first_name': 'Admin', 'last_name': 'User'}, 'editor': None, 'history': [], 'note_type': None, 'entry': 'This Finding has been automatically closed by the Test: \n ""None""\nhttp://localhost:8080/test/17\n\nThis is because this Finding is not present anymore in recent scans.', 'date': '2026-02-21T16:03:49.450984Z', 'private': False, 'edited': False, 'edit_time': '2026-02-21T16:03:49.451003Z'}]",[],4,2,Invisi
